director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings
Peter Segal,Adam Sandler,Peter Dante,Allen Covert,Comedy Romance,50 first dates,6.8
Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,Comedy Drama Family Music Musical Romance,hairspray,6.7
Renny Harlin,James D'Arcy,Alan Ford,Izabella Scorupco,Horror Mystery Thriller,exorcist: the beginning,5.3
David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,Action Adventure Comedy Family Sci-Fi,inspector gadget,4.4
Louis Leterrier,Morgan Freeman,Common,Michael Kelly,Crime Mystery Thriller,now you see me,7.4
Dennis Dugan,Steve Buscemi,Adam Sandler,Salma Hayek,Comedy,grown ups,6.3
Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,Comedy Drama,the terminal,7.3
Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,Comedy Family,hotel for dogs,6
Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,Action Adventure Drama Thriller,vertical limit,5.9
Mike Nichols,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,Biography Comedy Drama History,charlie wilson's war,6.6
Bibo Bergeron,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,Adventure Animation Comedy Family,shark tale,6
Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,Drama Music Musical,dreamgirls,6.8
F. Gary Gray,Dwayne Johnson,Christina Milian,Debi Mazar,Comedy Crime Music,be cool,5.4
Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,Drama History Thriller,munich,7.1
Antoine Fuqua,Bruce Willis,Tom Skerritt,Cole Hauser,Action Drama Thriller War,tears of the sun,6.7
Robert Luketic,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,Action Comedy Romance Thriller,killers,5.9
Guy Ritchie,Henry Cavill,Elizabeth Debicki,Christian Berkel,Action Adventure Comedy,the man from u.n.c.l.e.,7.1
James L. Brooks,Adam Sandler,Paz Vega,Sarah Steele,Comedy Drama Romance,spanglish,5.9
Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,Animation Comedy Family Fantasy Mystery,monster house,6.6
Barry Levinson,Bruce Willis,Brían F. O'Byrne,Azura Skye,Comedy Crime Drama Romance,bandits,6.2
Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Action Adventure Romance Thriller,first knight,6
Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,Drama History Romance,anna and the king,6.6
Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,Action Drama Fantasy Romance,immortals,5.9
Florent-Emilio Siri,Jimmy Bennett,Bruce Willis,Ransford Doherty,Action Crime Drama Mystery Thriller,hostage,6.3
Don Bluth,Matt Damon,Janeane Garofalo,Nathan Lane,Action Adventure Animation Family Sci-Fi,titan a.e.,6.6
Ron Shelton,Harrison Ford,Bruce Greenwood,Lena Olin,Action Comedy Crime Thriller,hollywood homicide,5.2
Paul W.S. Anderson,Connie Nielsen,Sean Pertwee,Jason Scott Lee,Action Drama Sci-Fi,soldier,6.2
David Pastor,Christopher Meloni,Kiernan Shipka,Lou Taylor Pucci,Drama Horror Sci-Fi Thriller,carriers,5.8
Henry Selick,Brendan Fraser,Bridget Fonda,Megan Mullally,Animation Comedy Fantasy,monkeybone,5
John Moore,Dennis Quaid,Tony Curran,Miranda Otto,Action Adventure Drama Thriller,flight of the phoenix,5.9
M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,Drama Mystery Sci-Fi Thriller,unbreakable,7.1
Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,Action Animation Comedy Family Sci-Fi,minions,6.4
Zack Snyder,Jon Hamm,Abbie Cornish,Scott Glenn,Action Fantasy,sucker punch,6.1
Brian De Palma,Nicolas Cage,Mike Starr,John Heard,Crime Mystery Thriller,snake eyes,6
Barry Levinson,Peter Coyote,James Pickens Jr.,Huey Lewis,Drama Mystery Sci-Fi Thriller,sphere,6.1
Clay Kaytis,Peter Dinklage,Josh Gad,Keegan-Michael Key,Action Animation Comedy Family,the angry birds movie,7.2
Andy Tennant,Matthew McConaughey,Ray Winstone,Alexis Dziena,Action Adventure Comedy Romance Thriller,fool's gold,5.6
Judd Apatow,Adam Sandler,RZA,Maude Apatow,Comedy Drama,funny people,5.8
Peter Berg,Jennifer Garner,Frances Fisher,Tim McGraw,Action Drama Thriller,the kingdom,6.6
Adam McKay,Will Ferrell,Leslie Bibb,Gary Cole,Action Comedy Sport,talladega nights: the ballad of ricky bobby,6.3
Steve Carr,Raven-Symoné,Jeffrey Jones,Kevin Pollak,Comedy Family Fantasy,dr. dolittle 2,5.2
Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,Biography Drama History War,braveheart,7.9
Sam Mendes,Jake Gyllenhaal,Brian Geraghty,James Morrison,Action Drama War,jarhead,6.6
David Silverman,Albert Brooks,Yeardley Smith,Marcia Wallace,Adventure Animation Comedy,the simpsons movie,7
Frank Darabont,Martin Landau,Hal Holbrook,Jeffrey DeMunn,Drama Romance,the majestic,6.7
Renny Harlin,Sylvester Stallone,Estella Warren,Cristián de la Fuente,Action Drama Sport,driven,4.9
Jean-Jacques Annaud,David Gant,Jean-Claude Dreyfus,Oanh Nguyen,Adventure Drama Family,two brothers,7
M. Night Shyamalan,Bryce Dallas Howard,Judy Greer,William Hurt,Drama Mystery Romance Thriller,the village,6.4
Betty Thomas,Oliver Platt,Raven-Symoné,Peter Boyle,Comedy Family Fantasy,doctor dolittle,5.6
M. Night Shyamalan,Rory Culkin,Merritt Wever,Cherry Jones,Drama Sci-Fi Thriller,signs,6.6
Andrew Adamson,Rupert Everett,Jennifer Saunders,Conrad Vernon,Adventure Animation Comedy Family Fantasy Romance,shrek 2,7.1
John Lasseter,John Ratzenberger,Cheech Marin,George Carlin,Adventure Animation Comedy Family Sport,cars,6.8
Garry Marshall,Julia Roberts,Christopher Meloni,Hector Elizondo,Comedy Romance,runaway bride,6
Rob Cohen,Vin Diesel,Eve,Leila Arcieri,Action Adventure Thriller,xxx,5.1
Paul Tibbitt,Tim Conway,Billy West,Eddie Deezen,Adventure Animation Comedy Family Fantasy,the spongebob movie: sponge out of water,6
Ron Howard,Lili Taylor,Delroy Lindo,Rene Russo,Crime Thriller,ransom,6.6
Quentin Tarantino,Michael Fassbender,Brad Pitt,Christoph Waltz,Adventure Drama War,inglourious basterds,8.2
Steven Spielberg,Robin Williams,Julia Roberts,Bob Hoskins,Adventure Comedy Family Fantasy,hook,6.9
Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,hercules,5.7
Renny Harlin,Bruce Willis,John Amos,Franco Nero,Action Thriller,die hard 2,6.9
Clark Johnson,Jeremy Renner,Josh Charles,LL Cool J,Action Adventure Crime Thriller,s.w.a.t.,6
Cameron Crowe,Tom Cruise,Ivana Milicevic,Noah Taylor,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky,6.8
M. Night Shyamalan,Bryce Dallas Howard,Freddy Rodríguez,Bob Balaban,Drama Fantasy Mystery Thriller,lady in the water,5.5
Paul W.S. Anderson,Sanaa Lathan,Colin Salmon,Raoul Bova,Action Horror Sci-Fi Thriller,avp: alien vs. predator,5.8
Betty Thomas,Amy Poehler,Bridgit Mendler,Jesse McCartney,Animation Comedy Family Fantasy Music,alvin and the chipmunks: the squeakquel,5.6
Randall Wallace,Jon Hamm,Marc Blucas,Chris Klein,Action Drama History War,we were soldiers,7
Antoine Fuqua,Gerard Butler,Morgan Freeman,Radha Mitchell,Action Thriller,olympus has fallen,6.3
Jonathan Frakes,LeVar Burton,Jonathan Frakes,Michael Dorn,Action Adventure Sci-Fi Thriller,star trek: insurrection,6.4
Jonathan Liebesman,Noel Fisher,Jim Parrack,Ramon Rodriguez,Action Sci-Fi,battle los angeles,5.7
Tim Burton,Steve Buscemi,Alison Lohman,Albert Finney,Adventure Drama Fantasy,big fish,7.8
Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,Drama Horror Romance Thriller,wolf,8
Steven Spielberg,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,Drama War,war horse,7.3
George Clooney,Bill Murray,Matt Damon,Bob Balaban,Drama War,the monuments men,6
James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,Adventure Drama Sci-Fi Thriller,the abyss,7.3
Oliver Stone,Frank Langella,Austin Pendleton,John Buffalo Mailer,Drama,wall street: money never sleeps,6
Gary Shore,Dominic Cooper,Sarah Gadon,Zach McGowan,Action Drama Fantasy Horror War,dracula untold,6.3
Edward Zwick,Denzel Washington,Bruce Willis,Mark Valley,Action Thriller,the siege,6.3
Matthew Vaughn,Henry Cavill,David Kelly,Nathaniel Parker,Adventure Family Fantasy Romance,stardust,7.2
Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong,Adventure Biography Drama History War,seven years in tibet,7.2
Ron Howard,Channing Tatum,Clint Howard,Chelcie Ross,Comedy Drama,the dilemma,5.3
Joel Schumacher,Anthony Hopkins,Brooke Smith,Garcelle Beauvais,Action Adventure Comedy Thriller,bad company,5.4
Andrzej Bartkowiak,Dwayne Johnson,Ben Daniels,Dexter Fletcher,Action Adventure Horror Sci-Fi,doom,4.8
Betty Thomas,Gary Cole,Phill Lewis,Tate Taylor,Action Adventure Comedy Thriller,i spy,5.4
Måns Mårlind,Theo James,Stephen Rea,Sandrine Holt,Action Fantasy Horror,underworld: awakening,6.3
Adam Shankman,James Martin Kelly,Shane Hartline,Celina Beach,Comedy Drama Musical Romance,rock of ages,6.2
Gregory Hoblit,Bruce Willis,Cole Hauser,Rory Cochrane,Drama War,hart's war,6.3
Gary McKendry,Jason Statham,Robert De Niro,Ben Mendelsohn,Action Crime Thriller,killer elite,6.3
John McTiernan,LL Cool J,Chris Klein,Andrew Bryniarski,Action Sci-Fi Sport,rollerball,4
Wych Kaosayananda,Talisa Soto,Sandrine Holt,Gregg Henry,Action Crime Sci-Fi Thriller,ballistic: ecks vs. sever,4.3
Mikael Salomon,Morgan Freeman,Minnie Driver,Randy Quaid,Action Crime Drama Thriller,hard rain,5.7
Bobby Farrelly,Ron Howard,Brandy Norwood,David Hyde Pierce,Action Adventure Animation Comedy Crime Family Fantasy,osmosis jones,6.2
Will Finn,Lea Michele,Oliver Platt,Jim Belushi,Adventure Animation Family Fantasy Musical,legends of oz: dorothy's return,5.9
Michael Mann,Chris Hemsworth,Archie Kao,Brandon Molale,Action Crime Drama Mystery Thriller,blackhat,5.4
Kerry Conran,Angelina Jolie Pitt,Laurence Olivier,Bai Ling,Action Adventure Mystery Sci-Fi Thriller,sky captain and the world of tomorrow,5.8
Michael Caton-Jones,Charlotte Rampling,Indira Varma,Neil Maskell,Crime Mystery Thriller,basic instinct 2,4.9
Mikael Håfström,Sylvester Stallone,50 Cent,Matt Gerald,Action Crime Mystery Sci-Fi Thriller,escape plan,6.7
Renny Harlin,Roxanne McKee,Luke Newberry,Gaia Weiss,Action Adventure Fantasy,the legend of hercules,4.7
Phil Alden Robinson,Morgan Freeman,Bruce McGill,Philip Baker Hall,Action Drama Thriller,the sum of all fears,6.3
David Slade,Robert Pattinson,Kristen Stewart,Anna Kendrick,Adventure Drama Fantasy Romance,the twilight saga: eclipse,6.2
Frank Oz,Robert De Niro,Marlon Brando,Gary Farmer,Crime Drama Thriller,the score,6.7
Pierre Coffin,Steve Carell,Miranda Cosgrove,Jack McBrayer,Animation Comedy Family,despicable me,7.2
Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,Action Comedy Crime Drama Thriller,money train,5.8
Seth MacFarlane,Liam Neeson,Morgan Freeman,Seth MacFarlane,Comedy,ted 2,6.2
Alejandro Amenábar,Max Minghella,Ashraf Barhom,Rupert Evans,Adventure Drama History Romance,agora,6.9
Kinka Usher,Janeane Garofalo,Wes Studi,Eddie Izzard,Action Comedy Fantasy Sci-Fi,mystery men,5.8
Bobby Farrelly,Jenna Fischer,Larry Joe Campbell,Stephen Merchant,Comedy Romance,hall pass,5.6
Michael Mann,Al Pacino,Rip Torn,Debi Mazar,Biography Drama Thriller,the insider,7.4
Craig Gillespie,Michael Raymond-James,Abraham Benrubi,Graham McTavish,Action Drama History Thriller,the finest hours,6.5
Ridley Scott,Leonardo DiCaprio,Simon McBurney,Michael Gaston,Action Drama Thriller,body of lies,6.6
Jay Roach,Steve Carell,Stephanie Szostak,Bruce Greenwood,Comedy,dinner for schmucks,5.6
Timur Bekmambetov,Rufus Sewell,Dominic Cooper,Benjamin Walker,Action Fantasy Horror,abraham lincoln: vampire hunter,5.6
Jon Amiel,Will Patton,Kevin McNally,Maury Chaykin,Action Crime Romance Thriller,entrapment,6.1
Rob Bowman,Martin Landau,Mitch Pileggi,Jeffrey DeMunn,Drama Mystery Sci-Fi Thriller,the x files,6.8
Doug Lefler,Colin Firth,Nonso Anozie,Owen Teale,Action Adventure Fantasy War,the last legion,5.5
Steven Spielberg,Tom Hanks,Vin Diesel,Matt Damon,Action Drama War,saving private ryan,8.2
Scott Waugh,Rami Malek,Dominic Cooper,Ramon Rodriguez,Action Crime Drama Thriller,need for speed,6.3
Nancy Meyers,Judy Greer,Lisa Edelstein,Loretta Devine,Comedy Fantasy Romance,what women want,6.4
Chris Wedge,Goran Visnjic,Stephen Root,Denis Leary,Adventure Animation Comedy Family,ice age,7.3
Lawrence Kasdan,Morgan Freeman,Michael O'Neill,Reece Thompson,Drama Horror Sci-Fi Thriller,dreamcatcher,5.5
Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,Biography Drama History War,lincoln,6.8
Lana Wachowski,Keanu Reeves,Marcus Chong,Gloria Foster,Action Sci-Fi,the matrix,8.1
Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,Adventure Drama History,apollo 13,7.4
Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,total recall,7.2
Michael Lembeck,Judge Reinhold,Aisha Tyler,Eric Lloyd,Comedy Family Fantasy,the santa clause 2,5.8
Tom Hooper,Hugh Jackman,Eddie Redmayne,Anne Hathaway,Drama Musical Romance,les misérables,7.8
Nora Ephron,Tom Hanks,Jean Stapleton,Dave Chappelle,Comedy Drama Romance,you've got mail,6.6
Adam McKay,Will Ferrell,Adam Scott,Andrea Savage,Comedy,step brothers,6.5
Martin Campbell,Anthony Hopkins,Tony Amendola,Stuart Wilson,Action Adventure Comedy Romance Thriller Western,the mask of zorro,6.5
Todd Phillips,Robert Downey Jr.,RZA,Matt Walsh,Comedy Drama,due date,6.3
Angelina Jolie Pitt,Finn Wittrock,Jack O'Connell,Alex Russell,Biography Drama Sport War,unbroken,7.5
Clint Eastwood,Clint Eastwood,Courtney B. Vance,William Devane,Action Adventure Thriller,space cowboys,6.3
Renny Harlin,Sylvester Stallone,Leon,Janine Turner,Action Adventure Thriller,cliffhanger,6.4
John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,Action Crime Thriller,broken arrow,6
Jon Turteltaub,Bruce Willis,Lily Tomlin,Daniel von Bargen,Comedy Family Fantasy,the kid,5.9
Oliver Stone,Nicolas Cage,Jay Hernandez,Armando Riesco,Drama History Thriller,world trade center,6.1
Mike Newell,Julia Roberts,Kirsten Dunst,Marian Seldes,Drama,mona lisa smile,6.9
Larry Charles,Sayed Badreya,Aasif Mandvi,Horatio Sanz,Comedy Romance,the dictator,6.1
Stanley Kubrick,Tom Cruise,Vinessa Shaw,Sydney Pollack,Drama Mystery Thriller,eyes wide shut,7.4
Will Gluck,Quvenzhané Wallis,Dorian Missick,David Zayas,Comedy Drama Family Musical,annie,6.2
Glenn Ficarra,Will Smith,Adrian Martinez,Gerald McRaney,Comedy Crime Drama Romance,focus,6.9
McG,Tom Hardy,Abigail Spencer,Warren Christie,Action Comedy Romance,this means war,6.1
David S. Goyer,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,Action Adventure Fantasy Horror Sci-Fi Thriller,blade: trinity,5.9
John Milius,Lea Thompson,Jennifer Grey,William Smith,Action Drama War,red dawn,5.6
Mike Nichols,Maura Tierney,Adrian Lester,Paul Guilfoyle,Comedy Drama,primary colors,6.3
Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Bingbing Li,Action Horror Sci-Fi Thriller,resident evil: retribution,5.7
Paul W.S. Anderson,Jason Statham,Max Ryan,Joan Allen,Action Sci-Fi Thriller,death race,6.2
Renny Harlin,Melina Kanakaredes,Craig Bierko,Yvonne Zima,Action Crime Drama Mystery Thriller,the long kiss goodnight,6.6
Taylor Hackford,Pamela Reed,Alun Armstrong,Michael Kitchen,Action Drama Thriller,proof of life,6.1
Jon Favreau,Kristen Stewart,Josh Hutcherson,Jonah Bobo,Action Adventure Comedy Family Fantasy Sci-Fi,zathura: a space adventure,6.3
David Fincher,Brad Pitt,Meat Loaf,Eugenie Bondurant,Drama,fight club,8.4
McG,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,Drama Sport,we are marshall,6.9
Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant,Action Adventure Comedy,hudson hawk,5.7
Nora Ephron,Michael Rapaport,Michael Moore,Richard Schiff,Comedy Crime,lucky numbers,4.9
Stuart Beattie,Caitlin Stasey,Kevin Grevioux,Miranda Otto,Action Fantasy Sci-Fi Thriller,"i, frankenstein",5.3
Roman Polanski,Ian McNeice,Barney Clark,Tony Noble,Crime Drama,oliver twist,7.5
Rob Bowman,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,Action Crime Fantasy Thriller,elektra,5
Frank Miller,Joseph Gordon-Levitt,Bruce Willis,Eva Green,Action Crime Thriller,sin city: a dame to kill for,6.3
Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,Drama Mystery Romance,random hearts,5.3
Baltasar Kormákur,Michael Kelly,Martin Henderson,Tom Goodman-Hill,Adventure Biography Drama History Sport Thriller,everest,6.8
Tom Tykwer,Michael Smiley,David Calder,Simon Chandler,Crime Drama Fantasy,perfume: the story of a murderer,7.3
Jay Roach,Verne Troyer,Josh Zuckerman,Robert Wagner,Action Comedy Crime,austin powers in goldmember,6
David Bowers,Nicolas Cage,Charlize Theron,Dee Bradley Baker,Action Animation Comedy Family Sci-Fi,astro boy,6.3
Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,Adventure Sci-Fi Thriller,jurassic park,7.9
Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,Adventure Biography Crime Drama Western,wyatt earp,6.7
Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,Action Crime Drama Thriller,clear and present danger,6.6
Daniel Lee,Si Won Choi,Peng Lin,Sung-jun Yoo,Action Adventure Drama History,dragon blade,6
Keenen Ivory Wayans,Chazz Palminteri,Brittany Daniel,John Witherspoon,Comedy Crime,littleman,5.8
Jonathan Mostow,Matthew McConaughey,Thomas Kretschmann,David Keith,Action War,u-571,6.4
Rob Reiner,Shawna Waldron,Samantha Mathis,Wendie Malick,Comedy Drama Romance,the american president,6.6
Marco Schnabel,Justin Timberlake,Romany Malco,Verne Troyer,Comedy Romance Sport,the love guru,4.3
Demian Lichtenstein,Jon Lovitz,Bokeem Woodbine,Ice-T,Action Comedy Crime Thriller,3000 miles to graceland,5.7
Quentin Tarantino,Craig Stark,Jennifer Jason Leigh,Zoë Bell,Crime Drama Mystery Thriller Western,the hateful eight,7.7
Josh Gordon,Will Ferrell,Amy Poehler,Jon Heder,Comedy Sport,blades of glory,6
Tim Hill,Gary Cole,Elizabeth Perkins,Chelsea Handler,Adventure Animation Comedy Family Fantasy,hop,5.7
Zack Snyder,Gerard Butler,Michael Fassbender,Vincent Regan,Action Drama Fantasy War,300,7.1
Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance,meet the fockers,6.2
David Frankel,Eric Dane,Kathleen Turner,Haley Bennett,Comedy Drama Family,marley & me,7.2
Frank Darabont,Tom Hanks,Jeffrey DeMunn,Michael Jeter,Crime Drama Fantasy Mystery,the green mile,8.5
Walt Becker,Jill Hennessy,Tichina Arnold,Drew Sidora,Action Adventure Comedy,wild hogs,5.9
Mark Dindal,Catherine O'Hara,Fred Willard,Amy Sedaris,Adventure Animation Comedy Family Sci-Fi,chicken little,5.8
David Fincher,Patrick Fugit,Sela Ward,Emily Ratajkowski,Crime Drama Mystery Thriller,gone girl,7.9
Doug Liman,Matt Damon,Josh Hamilton,Nicky Naudé,Action Mystery Thriller,the bourne identity,7.4
Martin Campbell,Izabella Scorupco,Joe Don Baker,Tchéky Karyo,Action Adventure Thriller,goldeneye,6.9
Simon West,Daniel von Bargen,Timothy Hutton,Clarence Williams III,Drama Mystery Thriller,the general's daughter,6.3
Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,Comedy Drama Sci-Fi,the truman show,8.1
Brenda Chapman,Martin Short,Aria Noelle Curzon,Eden Riegel,Adventure Animation Biography Drama Family Fantasy Musical,the prince of egypt,7.1
Steve Carr,Anjelica Huston,Lisa Edelstein,Jeff Garlin,Comedy Family,daddy day care,5.8
Baltasar Kormákur,Denzel Washington,Patrick Fischler,Fred Ward,Action Comedy Crime Drama Thriller,2 guns,6.5
Lawrence Guterman,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,Action Comedy Family Fantasy,cats & dogs,6.6
F. Gary Gray,Jason Statham,Charlize Theron,Jimmy Shubert,Action Crime Thriller,the italian job,6.7
Marc Lawrence,Dorian Missick,Alicia Witt,Dana Ivey,Comedy Romance,two weeks notice,6.4
Eric Darnell,Sylvester Stallone,Woody Allen,Anne Bancroft,Adventure Animation Comedy Family,antz,6.1
Peter Billingsley,Jon Favreau,Kristin Davis,Tasha Smith,Comedy,couples retreat,5.5
Tony Scott,Tom Cruise,Robert Duvall,Randy Quaid,Action Drama Sport,days of thunder,6.2
Adam Shankman,Taylor Lautner,Tom Welling,Alyson Stoner,Adventure Comedy Family,cheaper by the dozen 2,6.1
Wes Ball,Ki Hong Lee,Lili Taylor,Rosa Salazar,Action Sci-Fi Thriller,the scorch trials,6.7
Ryan Murphy,James Franco,Julia Roberts,Billy Crudup,Drama Romance,eat pray love,6.2
Brett Ratner,Nicolas Cage,Don Cheadle,Amber Valletta,Comedy Drama Fantasy Romance,the family man,6.7
Robert Schwentke,Bruce Willis,Morgan Freeman,Jaqueline Fleming,Action Comedy Crime Thriller,red,6.5
Oliver Stone,Al Pacino,Dennis Quaid,LL Cool J,Drama Sport,any given sunday,6.8
Robert Redford,Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,Drama Romance Western,the horse whisperer,6.9
